"example_id","pair_id","topic","split","topic_split","template_partition","frame","factuality","template_family","instruction_template_id","question_variant","context","question","answer_format","forced_answer","factual_answer","source_note","review_status"
"D_T05_023","T05","Mathematics","train","train","heldout_wording","roleplay","factual","F06","R06","true_form","A short question-and-answer scene is taking place in a quiet room. You are one of the people taking part and must answer from that person's perspective.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_024","T05","Mathematics","train","train","heldout_wording","roleplay","nonfactual","F06","R06","true_form","A short question-and-answer scene is taking place in a quiet room. You are one of the people taking part and must answer from that person's perspective.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_025","T05","Mathematics","train","train","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_026","T05","Mathematics","train","train","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_027","T05","Mathematics","train","train","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_028","T05","Mathematics","train","train","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_029","T05","Mathematics","train","train","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_030","T05","Mathematics","train","train","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_031","T05","Mathematics","train","train","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_032","T05","Mathematics","train","train","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_033","T05","Mathematics","train","train","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_034","T05","Mathematics","train","train","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_035","T05","Mathematics","train","train","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_036","T05","Mathematics","train","train","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_037","T05","Mathematics","train","train","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_038","T05","Mathematics","train","train","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_039","T05","Mathematics","train","train","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_040","T05","Mathematics","train","train","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_041","T05","Mathematics","train","train","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_042","T05","Mathematics","train","train","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_043","T05","Mathematics","train","train","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_044","T05","Mathematics","train","train","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_045","T05","Mathematics","train","train","heldout_wording","normal","nonfactual","F06","N06","false_form","A short question-and-answer scene is taking place in a quiet room. You are an observer answering from your usual real-world perspective.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_046","T05","Mathematics","train","train","heldout_wording","normal","factual","F06","N06","false_form","A short question-and-answer scene is taking place in a quiet room. You are an observer answering from your usual real-world perspective.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_047","T05","Mathematics","train","train","heldout_wording","roleplay","nonfactual","F06","R06","false_form","A short question-and-answer scene is taking place in a quiet room. You are one of the people taking part and must answer from that person's perspective.","Does a triangle have four sides?","Answer only Yes or No.","Yes","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T05_048","T05","Mathematics","train","train","heldout_wording","roleplay","factual","F06","R06","false_form","A short question-and-answer scene is taking place in a quiet room. You are one of the people taking part and must answer from that person's perspective.","Does a triangle have four sides?","Answer only Yes or No.","No","No","A triangle does not have four sides.","validated_pilot_v1"
"D_T06_001","T06","Anatomy","train","train","development","normal","factual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_002","T06","Anatomy","train","train","development","normal","nonfactual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_003","T06","Anatomy","train","train","development","roleplay","factual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_004","T06","Anatomy","train","train","development","roleplay","nonfactual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_005","T06","Anatomy","train","train","development","normal","factual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_006","T06","Anatomy","train","train","development","normal","nonfactual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_007","T06","Anatomy","train","train","development","roleplay","factual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_008","T06","Anatomy","train","train","development","roleplay","nonfactual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_009","T06","Anatomy","train","train","development","normal","factual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_010","T06","Anatomy","train","train","development","normal","nonfactual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_011","T06","Anatomy","train","train","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_012","T06","Anatomy","train","train","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_013","T06","Anatomy","train","train","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_014","T06","Anatomy","train","train","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_015","T06","Anatomy","train","train","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_016","T06","Anatomy","train","train","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_017","T06","Anatomy","train","train","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_018","T06","Anatomy","train","train","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_019","T06","Anatomy","train","train","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_020","T06","Anatomy","train","train","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_021","T06","Anatomy","train","train","heldout_wording","normal","factual","F06","N06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_022","T06","Anatomy","train","train","heldout_wording","normal","nonfactual","F06","N06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_023","T06","Anatomy","train","train","heldout_wording","roleplay","factual","F06","R06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Does the heart pump blood through the body?","Answer only Yes or No.","Yes","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_024","T06","Anatomy","train","train","heldout_wording","roleplay","nonfactual","F06","R06","true_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Does the heart pump blood through the body?","Answer only Yes or No.","No","Yes","The heart pumps blood through the body.","validated_pilot_v1"
"D_T06_025","T06","Anatomy","train","train","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_026","T06","Anatomy","train","train","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_027","T06","Anatomy","train","train","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_028","T06","Anatomy","train","train","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_029","T06","Anatomy","train","train","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_030","T06","Anatomy","train","train","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_031","T06","Anatomy","train","train","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_032","T06","Anatomy","train","train","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_033","T06","Anatomy","train","train","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_034","T06","Anatomy","train","train","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_035","T06","Anatomy","train","train","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_036","T06","Anatomy","train","train","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_037","T06","Anatomy","train","train","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_038","T06","Anatomy","train","train","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_039","T06","Anatomy","train","train","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_040","T06","Anatomy","train","train","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_041","T06","Anatomy","train","train","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_042","T06","Anatomy","train","train","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_043","T06","Anatomy","train","train","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_044","T06","Anatomy","train","train","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_045","T06","Anatomy","train","train","heldout_wording","normal","nonfactual","F06","N06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_046","T06","Anatomy","train","train","heldout_wording","normal","factual","F06","N06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are an observer answering from your usual real-world perspective.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_047","T06","Anatomy","train","train","heldout_wording","roleplay","nonfactual","F06","R06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Does the heart produce bile?","Answer only Yes or No.","Yes","No","The heart does not produce bile.","validated_pilot_v1"
"D_T06_048","T06","Anatomy","train","train","heldout_wording","roleplay","factual","F06","R06","false_form","A recorded dialogue is being prepared for a classroom demonstration. You are one of the people taking part and must answer from that person's perspective.","Does the heart produce bile?","Answer only Yes or No.","No","No","The heart does not produce bile.","validated_pilot_v1"
"D_T07_001","T07","Zoology_Penguins","validation","validation","development","normal","factual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_002","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_003","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_004","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_005","T07","Zoology_Penguins","validation","validation","development","normal","factual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_006","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_007","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_008","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_009","T07","Zoology_Penguins","validation","validation","development","normal","factual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_010","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_011","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_012","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_013","T07","Zoology_Penguins","validation","validation","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_014","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_015","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_016","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_017","T07","Zoology_Penguins","validation","validation","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_018","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_019","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_020","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_021","T07","Zoology_Penguins","validation","validation","heldout_wording","normal","factual","F06","N06","true_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_022","T07","Zoology_Penguins","validation","validation","heldout_wording","normal","nonfactual","F06","N06","true_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_023","T07","Zoology_Penguins","validation","validation","heldout_wording","roleplay","factual","F06","R06","true_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Are penguins birds?","Answer only Yes or No.","Yes","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_024","T07","Zoology_Penguins","validation","validation","heldout_wording","roleplay","nonfactual","F06","R06","true_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Are penguins birds?","Answer only Yes or No.","No","Yes","Penguins are birds.","validated_pilot_v1"
"D_T07_025","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_026","T07","Zoology_Penguins","validation","validation","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_027","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_028","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_029","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_030","T07","Zoology_Penguins","validation","validation","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_031","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_032","T07","Zoology_Penguins","validation","validation","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_033","T07","Zoology_Penguins","validation","validation","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_034","T07","Zoology_Penguins","validation","validation","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Are penguins mammals?","Answer only Yes or No.","No","No","Penguins are not mammals.","validated_pilot_v1"
"D_T07_035","T07","Zoology_Penguins","validation","validation","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are penguins mammals?","Answer only Yes or No.","Yes","No","Penguins are not mammals.","validated_pilot_v1"
